Order Number,Package,Name,Execution_Type,Priority,Status,Type,Created By,Created At,Last Updated At,Objective,Description,Notes,Pre Condition,Post Condition,Step Number,Step Description,Step Expected Result,Test_Script_Entry,Test_Script_Expected_Result
231,"IvyBridge|Q2_13|B0-gnome|90-applications|20-dconf","02-editor","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Dconf-editor' -t 15 -- /usr/bin/dconf-editor",0
232,"IvyBridge|Q2_13|B0-gnome|90-applications|35-keyring","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Check if gnome-keyring-daemon is running","","","",1,"-","-","check_gnome_app.sh gnome-keyring",0
233,"IvyBridge|Q2_13|B0-gnome|90-applications|40-bluetooth","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Bluetooth-wizard' -t 10 -- bluetooth-wizard",0
234,"IvyBridge|Q2_13|B0-gnome|90-applications|50-gvfs","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Check if gvfs daemon is running","","","",1,"-","-","check_gnome_app.sh gvfsd",0
235,"IvyBridge|Q2_13|B0-gnome|90-applications|55-gssdp_dev_sniffer","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Gssdp-device-sniffer' -t 15 -- /usr/bin/gssdp-device-sniffer",0
236,"IvyBridge|Q2_13|B0-gnome|90-applications|60-pulseaudio","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Check if pulseaudio daemon is running","","","",1,"-","-","check_gnome_app.sh pulseaudio",0
237,"IvyBridge|Q2_13|B0-gnome|90-applications|70-geoclue","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Geoclue-test-gui' -t 15 -- /usr/bin/geoclue-test-gui",0
238,"IvyBridge|Q2_13|B0-gnome|90-applications|75-zenity","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Zenity' -t 15 -- /usr/bin/zenity --info --text='Everything works.'",0
239,"IvyBridge|Q2_13|B0-gnome|90-applications|80-nautilus","01-health","Auto","P0","Ready","Functional positive","jb","2013-03-06","2013-03-06","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Nautilus' -t 15 -- /usr/bin/nautilus",0
240,"IvyBridge|Q2_13|B0-gnome|90-applications|80-nautilus","02-health-cnxserver","Auto","P0","Ready","Functional positive","jb","2013-03-06","2013-03-06","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Nautilus-connect-server' -t 15 -- /usr/bin/nautilus-connect-server",0
241,"IvyBridge|Q2_13|B0-gnome|90-applications|80-nautilus","03-icon-on-desktop","Manual","P4","Designed","Functional positive","jb","2013-03-06","2013-03-06","Nautilus is tiled on the desktop","open Nautilus, create a directory using right button menu, enter in that directory","","","",1,"From the desktop, check that the nautilus icon is displayed","nautilus icon is on the desktop","",0
242,"IvyBridge|Q2_13|B0-gnome|90-applications|80-nautilus","04-create-directory","Manual","P4","Designed","Functional positive","jb","2013-03-06","2013-03-06","Nautilus can create a directory","open Nautilus, create a directory using right button menu, enter in that directory","","","",1,"From the desktop, click on the nautilus icon","the nautilus window opens after just ONE click","",0
"","","","","","","","","","","","","","","",2,"In the content area (bottom right) click on right button","a popup menu appears","",""
"","","","","","","","","","","","","","","",3,"Click on ""New Folder""","a new folder icon appears with editable name ""untitled folder""","",""
"","","","","","","","","","","","","","","",4,"Enter a name for the folder","The folder has the new name","",""
"","","","","","","","","","","","","","","",5,"Double click on the created folder icon","the content area is empty and the path on top is correct","",""
243,"IvyBridge|Q2_13|B0-gnome|90-applications|80-nautilus","05-remove-directory","Manual","P4","Designed","Functional positive","jb","2013-03-06","2013-03-06","Nautilus can delete a directory","open Nautilus, remove the directory that you created in the previous test","","","",1,"From the desktop, click on the nautilus icon","the nautilus window opens after just ONE click","",0
"","","","","","","","","","","","","","","",2,"(optional) In the content area (bottom right) select a deleteable directory","the icon and its name appear selected","",""
"","","","","","","","","","","","","","","",3,"Click right button on icon of the deleteable directory","a popup menu appears","",""
"","","","","","","","","","","","","","","",4,"Select the entry ""Move to Wastebasket""","the directory is deleted, its icon and name disappear, the wastebasket icon (left area) grows","",""
"","","","","","","","","","","","","","","",5,"Select the wastebasket in the left panel","the content area of the wastebasket displays the deleted directory and a top bar with 2 buttons: ""Restore"" and ""Empty""","",""
"","","","","","","","","","","","","","","",6,"Click on the ""Empty"" button","a dialog appears to confirm","",""
"","","","","","","","","","","","","","","",7,"Confirm ""empty wastebasket""","The wastebasket content area is empty","",""
244,"IvyBridge|Q2_13|B0-gnome|90-applications|85-fileroller","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'File-roller' -t 15 -- /usr/bin/file-roller",0
245,"IvyBridge|Q2_13|B0-gnome|90-applications|85-fileroller","02-create-arc","Auto","P0","Ready","Functional positive","jb","2013-03-08","2013-03-08","Check archive creation","run file-roller to create an archive in command line","","","",1,"-","-","launch_gnome_app_nowindow.sh test_archive_creation.sh",0
246,"IvyBridge|Q2_13|B0-gnome|90-applications|85-fileroller","03-extract-arc","Auto","P0","Ready","Functional positive","jb","2013-03-08","2013-03-08","Check archive extraction","run file-roller to extract an archive in command line","","","",1,"-","-","launch_gnome_app_nowindow.sh test_archive_extraction.sh",0
247,"IvyBridge|Q2_13|B0-gnome|90-applications|85-fileroller","04-integration","Auto","P0","Ready","Functional positive","jb","2013-03-08","2013-03-08","Check that file roller is integrated","run file-roller from nautilus","","","",1,"Launch Nautilus","Nautilus window opens","launch_gnome_app_nowindow.sh test_archive_extraction.sh",0
"","","","","","","","","","","","","","","",2,"Browse filesystem to point to the directory of the archive file","file exists","",""
"","","","","","","","","","","","","","","",3,"Double click on the archive file","fileroller window opens, showing the content of the archive","",""
248,"IvyBridge|Q2_13|B0-gnome|90-applications|90-sessionprops","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Gnome-session-properties' -t 15 -- /usr/bin/gnome-session-properties",0
249,"IvyBridge|Q2_13|B0-gnome|90-applications|A0-terminal","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Gnome-terminal' -t 10 -- gnome-terminal",0
250,"IvyBridge|Q2_13|B0-gnome|90-applications|B0-powerstats","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Gnome-power-statistics' -t 15 -- /usr/bin/gnome-power-statistics",0
251,"IvyBridge|Q2_13|B0-gnome|90-applications|C0-yelp","01-health","Auto","P0","Ready","Functional positive","qavannes","1970-01-01","1970-01-01","Health test","Start application and check if a window appears","","","",1,"-","-","launch_gnome_app.sh -c 'Yelp' -t 15 -- /usr/bin/yelp",0
252,"IvyBridge|Q2_13|B0-gnome|90-applications|C0-yelp","02-show-a-help","Manual","P4","Designed","Functional positive","jb","2013-03-07","2013-03-07","show a help","try to show the help of the application nautilus","","","",1,"from the desktop, launch nautilus","The nautilus window appears","",0
